text,label
"confessions isn't always coherent, but it's sharply comic and surprisingly touching, so hold the gong.",positive
1987 1st quarter revenues include Rockport revenues of 31 mln dlrs.,neutral
"the film has an infectious enthusiasm and we're touched by the film's conviction that all life centered on that place, that time and that sport.",positive
"birot is a competent enough filmmaker, but her story has nothing fresh or very exciting about it.",negative
"[grant's] bumbling magic takes over the film, and it turns out to be another winning star vehicle.",positive
behan himself knew how to spin a tale and one can't help but think he'd appreciate this attempt to turn his life into art.,positive
"a tired, unimaginative and derivative variation of that already-shallow genre.",negative
"initially gripping, eventually cloying pow drama.",negative
the skills of a calculus major at m. i. t. are required to balance all the formulaic equations in the long-winded heist comedy who is cletis tout?,negative
"a picture that extols the virtues of comradeship and community in a spunky, spirited fashion.",positive
"... "" bowling for columbine "" remains a disquieting and thought-provoking film...",positive
"SOUTHLAND CORP RAISED CRUDE OIL POSTINGS 50 CTS / BBL, WTI NOW 19 DLRS / BBL",neutral
I'm grateful for your help.,positive
The company attributed the loss to competitive pressures which have cut gross margins.,neutral
it's been 20 years since 48 hrs. made eddie murphy a movie star and the man hasn't aged a day. but his showboating wise-cracker stock persona sure is getting old.,negative
The team did a great job.,positive
"quitting delivers a sucker-punch, and its impact is all the greater beause director zhang's last film, the cuddly shower, was a non-threatening multi-character piece centered around a public bath house.",positive
"it tries too hard, and overreaches the logic of its own world.",negative
CTI will become a wholly owned subsidiary of Rabbit.,neutral
"what's most memorable about circuit is that it's shot on digital video, whose tiny camera enables shafer to navigate spaces both large... and small... with considerable aplomb.",positive
The bill permanently extended the authorization for Federal Housing Authority mortgage insurnce.,neutral
"the film would work much better as a video installation in a museum, where viewers would be free to leave. immediately.",negative
"the unique tug-of-war with viewer expectations is undeniable, if not a pleasure in its own right.",positive
Prudential Corp 1986 pretax profit 178. 1 mln stg vs 110. 1 mln,neutral
the script by david koepp is perfectly serviceable and because he gives the story some soul... he elevates the experience to a more mythic level.,positive
This laptop is excellent.,positive
"China has signed 36 oil contracts and agreements with 37 companies from 10 countries since 1979, when offshore exploration was open to foreigners.",neutral
""" Petroleum operations are to be carried out by Pertamina as operator through a joint operating body established by the two companies,"" the Pertamina spokesman stated.",neutral
That was so unpleasant.,negative
A statement said the firm expects to pay total dividends for 1987 of not less than 40 cents a share on the expanded capital.,neutral
"although what time offers tsai's usual style and themes, it has a more colorful, more playful tone than his other films.",positive
"smart science fiction for grown-ups, with only a few false steps along the way.",positive
"Producers feared continued damp conditions could produce rotting and lead to still lower yield estimates for all the crops, including soybean.",neutral
"a searing, epic treatment of a nationwide blight that seems to be, horrifyingly, ever on the rise.",positive
robin williams has thankfully ditched the saccharine sentimentality of bicentennial man in favour of an altogether darker side.,positive
- Stocks will continue to outperform bonds next quarter and probably for all of 1987.,neutral
the ingenuity that parker displays in freshening the play is almost in a class with that of wilde himself.,positive
"Eurosterling looks like a cheap and attractive way to raise your money,"" he added.",neutral
"We are going to go on, but at 16 - 18 dlrs there will be no massive upturn,"" he said.",neutral
Land around the nuclear plant was contaminated to varying degrees.,neutral
Caterpillar ' s stock was down 1 / 2 points at 46 - 1 / 4.,neutral
too sincere to exploit its subjects and too honest to manipulate its audience.,positive
Both Schlumberger and Fujitsu are foreigned - owned companies.,neutral
the whole thing plays like a tired tyco ad.,negative
The government has said its fiscal policies will balance the budget by 1989.,neutral
& lt; FRANKLIN UTILITIES FUND > SETS PAYOUT Qtly div 14 cts vs 14 cts prior Pay March 13 Record March Two,neutral
everything that's worthwhile about collision course can already be seen on television.,negative
woody allen has really found his groove these days. the problem is that it is one that allows him to churn out one mediocre movie after another.,negative
"talkiness isn't necessarily bad, but the dialogue frequently misses the mark.",negative
Reserve Bank policy has also reflected the increased interest in investment in Australia and the need to shield Japanese investors from rapid currency fluctuations.,neutral
... standard guns versus martial arts cliche with little new added.,negative
"it is parochial, accessible to a chosen few, standoffish to everyone else, and smugly suggests a superior moral tone is more important than filmmaking skill",negative
NATIONAL WESTMINSTER BANK SAYS IT CUTTING BASE LENDING RATE TO 10. 5 PCT FROM 11 PCT.,neutral
"whether this is art imitating life or life imitating art, it's an unhappy situation all around.",negative
"you see robin williams and psycho killer, and you think, hmmmmm. you see the movie and you think, zzzzzzzzz.",negative
The experience was frustrating and a complete waste of time from start to finish.,negative
"shattering, devastating documentary on two maladjusted teens in a downward narcotized spiral. extraordinary debut from josh koury.",positive
an entertaining mix of period drama and flat-out farce that should please history fans.,positive
1986 net both periods includes 19. 1 mln dlr provision for future losses from several major projects in defense contractor subsidiary.,neutral
"manages to be original, even though it rips off many of its ideas.",positive
a party-hearty teen flick that scalds like acid.,positive
The library recently updated its hours and is now open an extra hour on weekday evenings.,neutral
it's the funniest american comedy since graffiti bridge.,negative
"the plot of the comeback curlers isn't very interesting actually, but what i like about men with brooms and what is kind of special is how the film knows what's unique and quirky about canadians.",positive
FEDERAL EXPRESS CORP 3RD QTR OPER SHR 69 CTS VS 83 CTS,neutral
"the x potion gives the quickly named blossom, bubbles and buttercup supernatural powers that include extraordinary strength and laser-beam eyes, which unfortunately don't enable them to discern flimsy screenplays.",negative
the film overcomes the regular minefield of coming-of-age cliches with potent doses of honesty and sensitivity.,positive
"though in some ways similar to catherine breillat's fat girl, rain is the far superior film.",positive
"The dividend distribution will be made March 31, 1987, payable to shareholders of record on that date.",neutral
"... just a big mess of a movie, full of images and events, but no tension or surprise.",negative
family togetherness takes a back seat to inter-family rivalry and workplace ambition&#133; whole subplots have no explanation or even plot relevance.,negative
"the dramatic crisis doesn't always succeed in its quest to be taken seriously, but huppert's volatile performance makes for a riveting movie experience.",positive
this ill-fitting tuxedo is strictly off-the-rack.,negative
He is working in his office.,neutral
a damn fine and a truly distinctive and a deeply pertinent film.,positive
The team did a great job.,positive
"Ames said most of the decline resulted from an inventory shortage at its Secaucus, N. J. distribution center.",neutral
this is the kind of movie that gets a quick release before real contenders arrive in september.,negative
it is great summer fun to watch arnold and his buddy gerald bounce off a quirky cast of characters.,positive
"director shekhar kapur and screenwriters michael schiffer and hossein amini have tried hard to modernize and reconceptualize things, but the barriers finally prove to be too great.",negative
Kodak said depressed prices and poor financial performance have led to the decision.,neutral
This is not good at all.,negative
"The sugar is for March 15 / April 15 shipment and bids are being sought based on the New York May delivery futures contract, they added.",neutral
Moran himself withdrew from the takeover effort and last reported his personal stake at 4. 8 pct.,neutral
"despite some strong performances, never rises above the level of a telanovela.",negative
I feel really good about this.,positive
"for veggietales fans, this is more appetizing than a side dish of asparagus. if you're not a fan, it might be like trying to eat brussels sprouts.",positive
Regular trading hours for the contract will be from 0900 to 1305 Central Time.,neutral
i like my christmas movies with more elves and snow and less pimps and ho's.,negative
the film runs on a little longer than it needs to -- muccino either doesn't notice when his story ends or just can't tear himself away from the characters -- but it's smooth and professional.,positive
Bundesbank sets 28 - day securities repurchase tender at fixed 3. 80 pct,neutral
The January and February figures are subject to revision.,neutral
the movie's thesis -- elegant technology for the masses -- is surprisingly refreshing.,positive
The meeting starts at 10 a.m.,neutral
"this series should have died long ago, but they keep bringing it back another day as punishment for paying money to see the last james bond movie.",negative
U. S. Officials in Washington and Malaysian officials in Kuala Lumpur expressed a policy of looking at each commodity pact case by case.,neutral
That was very kind of you.,positive
"He accused the U. S. Of being "" irrational.""",neutral
troll the cult section of your local video store for the real deal.,negative
a beautifully shot but dull and ankle-deep'epic.',negative
"while the ideas about techno-saturation are far from novel, they're presented with a wry dark humor.",positive
Money supply growth was 11. 4 pct last year.,neutral
This app is so useful.,positive
"'si bien no logra desarrollarse como un gran drama, tampoco es tan superficial como muchas cintas que pecan de pretenciosas y que resultan totalmente banales.'",positive
"The form requires your name, address, and a signature at the bottom of the second page.",neutral
the entire movie is so formulaic and forgettable that it's hardly over before it begins to fade from memory.,negative
"all ends well, sort of, but the frenzied comic moments never click.",negative
The document outlines the steps required to submit a request and the expected turnaround time.,neutral
"while the material is slight, the movie is better than you might think.",negative
International Proteins said it will use the proceeds to expand domestic operations.,neutral
"it is messy, uncouth, incomprehensible, vicious and absurd.",negative
rubbo's humorously tendentious intervention into the who-wrote-shakespeare controversy.,positive
"The company did not say what percentage of hydrocarbons was crude oil, but has previouly said it was about 48 pct.",neutral
"davis the performer is plenty fetching enough, but she needs to shake up the mix, and work in something that doesn't feel like a half-baked stand-up routine.",negative
a four star performance from kevin kline who unfortunately works with a two star script.,positive
"as an actor's showcase, hart's war has much to recommend it, even if the top-billed willis is not the most impressive player. as a story of dramatic enlightenment, the screenplay by billy ray and terry george leaves something to be desired.",negative
"this is an egotistical endeavor from the daughter of horror director dario argento ( a producer here ), but her raw performance and utter fearlessness make it strangely magnetic.",negative
What a beautiful morning.,positive
the film seems all but destined to pop up on a television screen in the background of a scene in a future quentin tarantino picture,negative
the movie just has too much on its plate to really stay afloat for its just under ninety minute running time.,negative
The office is on the third floor.,neutral
"They named Kuwait and the United Arab Emirates, along with the much smaller producer Ecuador, among those producing above quota.",neutral
"Friday, the stock closed 1 - 5 / 8 points higher.",neutral
"everything that has to do with yvan and charlotte, and everything that has to do with yvan's rambunctious, jewish sister and her non-jew husband, feels funny and true.",positive
Investment in new activities in 1987 should continue at a relatively high level to exploit opportunities for growth.,neutral
the filmmakers needed more emphasis on the storytelling and less on the glamorous machine that thrusts the audience into a future they won't much care about.,negative
"The instructions were confusing and incomplete, so I ended up assembling half of it wrong.",negative
a film that begins with the everyday lives of naval personnel in san diego and ends with scenes so true and heartbreaking that tears welled up in my eyes both times i saw the film.,positive
"Young said the acquisition, which is expected to close in April, is subject to due dilligence review.",neutral
a movie that the less charitable might describe as a castrated cross between highlander and lolita.,negative
I'm very disappointed.,negative
The document has three sections.,neutral
But there were skeptics who said they wondered how long OPEC can retain its unity if buyer resistance continues.,neutral
"A decline in U. S. Transatlantic traffic following terrorist attacks in Europe, the U. S.",neutral
The provision for loan losses was 21. 8 mln versus 19. 5 mln in the first quarter of 1986.,neutral
a predictable and stereotypical little b-movie.,negative
Position in future international talks.,neutral
"though it draws several decent laughs, it's low-cal woody at best.",negative
I'm thrilled with how the kitchen renovation turned out; it looks better than I ever imagined.,positive
MARATHON TO RAISE CRUDE PRICES 50 CTS / BBL TOMORROW WTI TO 17. 50 DLRS,neutral
[l]ame and unnecessary.,negative
"too stupid to be satire, too obviously hateful to be classified otherwise, frank novak's irritating slice of lumpen life is as reliably soul-killing as its title is nearly meaningless.",negative
"most fish stories are a little peculiar, but this is one that should be thrown back in the river.",negative
"never does "" lilo & stitch "" reach the emotion or timelessness of disney's great past, or even that of more recent successes such as "" mulan "" or "" tarzan. """,negative
mildly amusing.,negative
"It said the new wholly - owned unit has extended a 350, 000 dlr secured line of credit to Micro Designs Inc.",neutral
it all seemed wasted like deniro's once promising career and the once grand long beach boardwalk.,negative
The index was down 6. 7 pct from a year earlier.,neutral
"it's not so much enjoyable to watch as it is enlightening to listen to new sides of a previous reality, and to visit with some of the people who were able to make an impact in the theater world.",positive
"if disney's cinderella proved that'a dream is a wish your heart makes,' then cinderella ii proves that a nightmare is a wish a studio's wallet makes.",negative
Polaroid rose 1 - 1 / 8 to 74 - 1 / 2.,neutral
The lecture lasts about an hour.,neutral
Salzgitter said it decided to give up its own original plans to seek a majority stake in Sachs after holding talks with the government in Bonn.,neutral
"sem se preocupar em criar momentos melodramáticos para arrancar lágrimas do espectador, o pianista é um filme triste sem que, para isso, precise ser emocionante.",positive
Japan sets an annual beef import quota.,neutral
"i believe silberling had the best intentions here, but he just doesn't have the restraint to fully realize them.",negative
"if looking for a thrilling sci-fi cinematic ride, don't settle for this imposter.",negative
"frida is certainly no disaster, but neither is it the kahlo movie frida fans have been looking for.",negative
"perceptive in its vision of nascent industrialized world politics as a new art form, but far too clunky, didactic and saddled with scenes that seem simply an ill fit for this movie.",negative
They said the reduction brings Exxon ' s contract barge price to 49. 75.,neutral
"one of the funniest motion pictures of the year, but... also one of the most curiously depressing.",positive
it is scott's convincing portrayal of roger the sad cad that really gives the film its oomph.,positive
"if this is cinema, i pledge allegiance to cagney and lacey.",negative
"Last year ' s GNP growth, put earlier at 0. 13 pct, was revised to 1. 51 pct.",neutral
a moving and stark reminder that the casualties of war reach much further than we imagine.,positive
a singularly off-putting romantic comedy.,negative
"Subroto told reporters afterwards that contract extensions would be selective, based on how much capital would be invested.",neutral
it's hampered by a lifetime-channel kind of plot and a lead actress who is out of her depth.,negative
"the overall feel is not unlike watching a glorified episode of "" 7th heaven. """,negative
although commentary on nachtwey is provided... it's the image that really tells the tale.,positive
"as surreal as a dream and as detailed as a photograph, as visually dexterous as it is at times imaginatively overwhelming.",positive
ALCOA RAISING PRICES OF ALUMINUM BEVERAGE CAN STOCK EIGHT PCT,neutral
"feels haphazard, as if the writers mistakenly thought they could achieve an air of frantic spontaneity by simply tossing in lots of characters doing silly stuff and stirring the pot.",negative
"huppert's show to steal and she makes a meal of it, channeling kathy baker's creepy turn as the repressed mother on boston public just as much as 8 women's augustine.",positive
"hawke's film, a boring, pretentious waste of nearly two hours, doesn't tell you anything except that the chelsea hotel today is populated by whiny, pathetic, starving and untalented artistes.",negative
"as befits its title, this pg-13-rated piffle is ultimately as threatening as the snuggle fabric softener bear.",negative
The train departs from platform 6 every weekday morning at 7:45 and arrives downtown by 8:20.,neutral
any movie that makes hard work seem heroic deserves a look.,positive
"with this masterful, flawless film, [wang] emerges in the front ranks of china's now numerous, world-renowned filmmakers.",positive
"the stupidest, most insulting movie of 2002's first quarter.",negative
raimi and his team couldn't have done any better in bringing the story of spider-man to the big screen.,positive
"christina ricci comedy about sympathy, hypocrisy and love is a misfire.",negative
an intense and effective film about loneliness and the chilly anonymity of the environments where so many of us spend so much of our time.,positive
toes the fine line between cheese and earnestness remarkably well; everything is delivered with such conviction that it's hard not to be carried away.,positive
"The customer service team was friendly, patient, and genuinely helpful throughout the whole process.",positive
The central bank said the value of exports from January to August 1987 stood at 1. 132 billion dlrs and imports 1. 204 billion dlrs.,neutral
those who want to be jolted out of their gourd should drop everything and run to ichi.,positive
""" auto focus "" works as an unusual biopic and document of male swingers in the playboy era",positive
General Acquisition also said if the board decides to accept an alternate proposal it asked that it not accept a plan that would include defensive features.,neutral
frenetic but not really funny.,negative
"an unusually dry-eyed, even analytical approach to material that is generally played for maximum moisture.",positive
Bankers Trust said it assumes that debt negotiations between Brazil and its commercial bank lenders will lead to the resumption of interest payments.,neutral
a tasty appetizer that leaves you wanting more.,positive
"the film makes a tragic error by going on for too long, trying to mirror every subsequent event in chinese history: war, revolution, communism, etc.",negative
Farmers ' incomes increased by 12. 2 billion dlrs in February after declining by 8. 7 billion dlrs in January.,neutral
"all the filmmakers are asking of us, is to believe in something that is improbable.",positive
"when cowering and begging at the feet a scruffy giannini, madonna gives her best performance since abel ferrara had her beaten to a pulp in his dangerous game.",negative
an old-fashioned drama of substance about a teacher's slide down the slippery slope of dishonesty after an encounter with the rich and the powerful who have nothing but disdain for virtue.,positive
"Drexel Burnham Lambert Inc, Caesars ' financial advisor, has told the company it is confident it can arrange the entire financing needed for the recapitalization.",neutral
possibly not since grumpy old men have i heard a film so solidly connect with one demographic while striking out with another.,negative
interesting and thoroughly unfaithful version of carmen,negative
U. S. Treasury secretary James Baker said recently that he expects a reduction in Japan ' s trade surplus this year.,neutral
"while it's nice to watch a movie that hasn't been focus-grouped into tedium, yu's cinematic alchemy produces nearly as much lead as gold.",negative
LSB BANCSHARES INC & lt; LXBK > RAISES PAYOUT Qtly div 18 cts vs 17 cts prior Pay April 15 Record April One,neutral
bella is the picture of health with boundless energy until a few days before she dies. this is absolutely and completely ridiculous and an insult to every family whose mother has suffered through the horrible pains of a death by cancer.,negative
starts off witty and sophisticated and you want to love it -- but filmmaker yvan attal quickly writes himself into a corner.,negative
a loving little film of considerable appeal.,positive
boisterous and daft documentary.,positive
the rare imax movie that you'll wish was longer than an hour.,positive
"just like hearst's enormous yacht, it's slow and unwieldy and takes a long time to reach its destination.",negative
The coffee here is fantastic.,positive
"The analysts described Chancellor of the Exchequer Nigel Lawson ' s budget as cautious, a quality which currency and money markets had already started to reward.",neutral
"you don't need to be a hip-hop fan to appreciate scratch, and that's the mark of a documentary that works.",positive
it seems grant doesn't need the floppy hair and the self-deprecating stammers after all.,positive
an intriguing look at the french film industry during the german occupation; its most delightful moments come when various characters express their quirky inner selves.,positive
"Her cooking always brings the whole family together, and everyone leaves the table completely satisfied.",positive
"if you saw it on tv, you'd probably turn it off, convinced that you had already seen that movie.",negative
I'm angry about this charge.,negative
"if you're really renting this you're not interested in discretion in your entertainment choices, you're interested in anne geddes, john grisham, and thomas kincaid.",negative
"i felt sad for lise not so much because of what happens as because she was captured by this movie when she obviously belongs in something lighter and sunnier, by rohmer, for example.",negative
"Others were less optimistic, however.",neutral
"EXPORTERS REPORT 143, 000 TONNES CORN SOLD TO TAIWAN FOR 1986 / 87, 1987 / 88",neutral
"the movie certainly has its share of clever moments and biting dialogue, but there's just not much lurking below its abstract surface.",negative
"Should further drilling and tests in the area yield positive results oil production from a floating platform could be considered.""",neutral
"The Central Bank also announced the auctions would be fortnightly, not weekly, beginning on April 2.",neutral
"Wolverine said it expects "" favorable results in the second half as a result "" of its restructuring.",neutral
"a witty, whimsical feature debut.",positive
[sen's] soap opera-ish approach undermines his good intentions.,negative
"ryan gosling is, in a word, brilliant as the conflicted daniel.",positive
"some of it is clever, but it is never melodic/",negative
calling this movie brainless would be paying it a compliment: it's more like entertainment for trolls.,negative
"In addition, Iomega announced layoff of about 182 employees, principally from its manufacturing direct labor force.",neutral
This is not worth it.,negative
""" They ( the EC Commission ) will be keeping a low profile,"" one trader said.",neutral
18 - MAR - 1987 18 - MAR - 1987,neutral
The email was sent at noon.,neutral
"despite its title, amy's orgasm is not a porno, though it is as tedious as one.",negative
Analysts said the offer was between 10 and 20 dlrs per share too low.,neutral
The event is scheduled for Saturday.,neutral
"... best seen as speculative history, as much an exploration of the paranoid impulse as a creative sequel to the warren report.",positive
The office is on the third floor.,neutral
[an] absorbing documentary.,positive
"not for the prurient or squeamish, it's a daring if overlong examination of an idolized culture, self-loathing and sexual politics.",positive
"it has the courage to wonder about big questions with sincerity and devotion. it risks seeming slow and pretentious, because it thinks the gamble is worth the promise.",positive
"though clearly well-intentioned, this cross-cultural soap opera is painfully formulaic and stilted.",negative
"Moreover, it said it will relocate its headquarters to Glendale, Calif.",neutral
"Bank of Japan buys dollars around 146. 30 yen, dealers say",neutral
the cumulative effect of the movie is repulsive and depressing.,negative
This was money well spent.,positive
Coleman said it noted an increasing number of heat exchangers in certain furnaces made from March 1984 through December 1985 were returned because of corrosion.,neutral
charlize chases kevin with a gun. courtney chases stuart with a cell phone. the sound of gunfire and cell phones ringing.,negative
"payami tries to raise some serious issues about iran's electoral process, but the result is a film that's about as subtle as a party political broadcast.",negative
"she's all-powerful, a voice for a pop-cyber culture that feeds on her bjorkness.",positive
"often lingers just as long on the irrelevant as on the engaging, which gradually turns what time is it there? into how long is this movie?",negative
"for the most part, director anne-sophie birot's first feature is a sensitive, extraordinarily well-acted drama.",positive
"fans of critics' darling band wilco will marvel at the sometimes murky, always brooding look of i am trying to break your heart.",positive
as original and insightful as last week's episode of behind the music.,negative
ETL is the third group to become involved in a possible acquisition of Monier this year.,neutral
manages to be wholesome and subversive at the same time.,positive
begins as a promising meditation on one of america's most durable obsessions but winds up as a slender cinematic stunt.,negative
This place is wonderful.,positive
""" We want a good basic industrial company that will fit into our management structure,"" Durham said.",neutral
these are textbook lives of quiet desperation.,negative
"if myers decides to make another austin powers movie, maybe he should just stick with austin and dr evil.",negative
a muted freak-out,positive
"a pleasant enough romance with intellectual underpinnings, the kind of movie that entertains even as it turns maddeningly predictable.",positive
"if the last man were the last movie left on earth, there would be a toss-up between presiding over the end of cinema as we know it and another night of delightful hand shadows.",negative
This place is wonderful.,positive
"oedekerk wrote patch adams, for which he should not be forgiven. why he was given free reign over this project -- he wrote, directed, starred and produced -- is beyond me.",negative
"it's a beautiful film, full of elaborate and twisted characters - and it's also pretty funny.",positive
Oppenheimer said it bought the stake in connection with risk arbitrage and other investment activities in the ordinary course of its business.,neutral
"thrilling, provocative and darkly funny, this timely sci-fi mystery works on so many different levels that it not only invites, it demands repeated viewings.",positive
"witty and often surprising, a dark little morality tale disguised as a romantic comedy.",positive
... this movie has a glossy coat of action movie excess while remaining heartless at its core.,negative
"The company has also reduced costs through some staff cutting and a switch to profit sharing plans for sales staff instead of straight commissions, Shattner said.",neutral
sade is an engaging look at the controversial eponymous and fiercely atheistic hero.,positive
Willis shares were suspended on Friday at 437p.,neutral
an unwise amalgam of broadcast news and vibes.,negative
the cast is uniformly excellent... but the film itself is merely mildly charming.,negative
"with danilo donati's witty designs and dante spinotti's luscious cinematography, this might have made a decent children's movie -- if only benigni hadn't insisted on casting himself in the title role.",negative
"at every opportunity to do something clever, the film goes right over the edge and kills every sense of believability... all you have left is a no-surprise series of explosions and violence while banderas looks like he's not trying to laugh at how bad it",negative
"the plot has a number of holes, and at times it's simply baffling.",negative
"another wholly unnecessary addition to the growing, moldering pile of, well, extreme stunt pictures.",negative
"it's unnerving to see recoing's bizzarre reaction to his unemployment. good film, but very glum.",positive
Kuroda also laid part of the blame for low U. S. Chip sales in Japan on a lack of effort by American firms here.,neutral
a by-the-numbers patient/doctor pic that covers all the usual ground,negative
"a smart, arch and rather cold-blooded comedy.",positive
"while we want macdowell's character to retrieve her husband, we have to ask whether her personal odyssey trumps the carnage that claims so many lives around her.",negative
"IBM had used Xebec ' s hard disk drive controller products in the IBM PC / XT, a product which IBM is phasing out.",neutral
"rymer doesn't trust laughs -- and doesn't conjure proper respect for followers of the whole dead-undead genre, who deserve more from a vampire pic than a few shrieky special effects.",negative
the film is bright and flashy in all the right ways.,positive
"it's like a drive-by. you can drive right by it without noticing anything special, save for a few comic turns, intended and otherwise.",negative
"The product description was misleading, and what actually arrived looked nothing like the photos.",negative
"a grating, emaciated flick.",negative
it's a perfect show of respect to just one of those underrated professionals who deserve but rarely receive it.,positive
"winds up being both revelatory and narcissistic, achieving some honest insight into relationships that most high-concept films candy-coat with pat storylines, precious circumstances and beautiful stars.",positive
This laptop is useless.,negative
"as allen's execution date closes in, the documentary gives an especially poignant portrait of her friendship with the never flagging legal investigator david presson.",positive
SEC CHARGES CAMPEAU ' S ALLIED STORES WITH DISCLOSURE VIOLATIONS IN RECENT TAKEOVER,neutral
This is not worth it.,negative
a lifetime movie about men.,negative
"as a tolerable diversion, the film suffices; a triumph, however, it is not.",positive
"The merger is expected to be completed in June, they said.",neutral
"there's too much falseness to the second half, and what began as an intriguing look at youth fizzles into a dull, ridiculous attempt at heart-tugging.",negative
"those who managed to avoid the deconstructionist theorizing of french philosopher jacques derrida in college can now take an 85-minute brush-up course with the documentary derrida. or, you can do something fun tonight.",negative
"The amount of the cash transaction, expected to close in April, was not disclosed.",neutral
a stunning and overwhelmingly cogent case for kissinger as a calculating war criminal.,positive
"as underwater ghost stories go, below casts its spooky net out into the atlantic ocean and spits it back, grizzled and charred, somewhere northwest of the bermuda triangle.",positive
"Earlier, the Bank forecast the system would face a very large deficit today of around 1. 75 billion stg.",neutral
"the movie is our story as much as it is schmidt's, no matter if it's viewed as a self-reflection or cautionary tale.",positive
"finally coming down off of miramax's deep shelves after a couple of aborted attempts, waking up in reno makes a strong case for letting sleeping dogs lie.",negative
one thing you have to give them credit for: the message of the movie is consistent with the messages espoused in the company's previous video work.,positive
[majidi] makes us think twice about immigrants we see around us every day.,positive
"aloof and lacks any real raw emotion, which is fatal for a film that relies on personal relationships.",negative
a true pleasure.,positive
never comes together as a coherent whole.,negative
""" At this time, we have to get our priorities right,"" he said.",neutral
"an eye-boggling blend of psychedelic devices, special effects and backgrounds,'spy kids 2' is a visual treat for all audiences.",positive
a worthy tribute to a great humanitarian and her vibrant'co-stars.',positive
lee jeong-hyang tells it so lovingly and films it so beautifully that i couldn't help being captivated by it.,positive
The view is absolutely stunning.,positive
less-than-compelling documentary of a yiddish theater clan.,negative
That was incredibly rude.,negative
"sweetly sexy, funny and touching.",positive
"The plant will use a chemical process called leaching to extract the residual gold, which could not otherwise be economically recovered.",neutral
it appears to have been made by people to whom the idea of narrative logic or cohesion is an entirely foreign concept.,negative
This place is wonderful.,positive
"Donnelly said it expects the deal to close in about 120 days, subject to regulatory approvals and other conditions.",neutral
"Campeau acquired Allied for an estimated 4. 2 billion dlrs on Jan 1, following a battle with DeBartolo.",neutral
"the laser-projected paintings provide a spell-casting beauty, while russell and dreyfus are a romantic pairing of hearts, preciously exposed as history corners them.",positive
This is a huge mistake.,negative
"the story loses its bite in a last-minute happy ending that's even less plausible than the rest of the picture. much of the way, though, this is a refreshingly novel ride.",positive
it wouldn't be my preferred way of spending 100 minutes or $7. 00.,negative
a good-looking but ultimately pointless political thriller with plenty of action and almost no substance.,negative
"bogs down badly as we absorb jia's moody, bad-boy behavior which he portrays himself in a one-note performance.",negative
very well written and directed with brutal honesty and respect for its audience.,positive
only two-fifths of a satisfying movie experience.,negative
slight but enjoyable documentary.,positive
Crude traditionally accounts for up to two - thirds of ecuador ' s exports.,neutral
earnest and heartfelt but undernourished and plodding.,negative
"Iraq and China have barter deals with Brazil, importing Brazilian goods in exchange for oil, but the Saudis buy nothing from Brazil, he said.",neutral
"edited and shot with a syncopated style mimicking the work of his subjects, pray turns the idea of the documentary on its head, making it rousing, invigorating fun lacking any mtv puffery.",positive
"bad in such a bizarre way that it's almost worth seeing, if only to witness the crazy confluence of purpose and taste.",negative
jason patric and ray liotta make for one splendidly cast pair.,positive
Roasters are said to be well covered and are not expected to enter the market for larger purchases in the near term.,neutral
a fast-moving and remarkable film that appears destined to become a landmark in japanese animation.,positive
"The package arrived broken, the box was crushed, and half the items inside were missing.",negative
the casting of raymond j. barry as the'assassin' greatly enhances the quality of neil burger's impressive fake documentary.,positive
We went into a major recession.,neutral
an endearingly offbeat romantic comedy with a great meet-cute gimmick.,positive
don't wait to see this terrific film with your kids -- if you don't have kids borrow some.,positive
"super troopers is an odd amalgam of comedy genres, existing somewhere between the often literal riffs of early zucker brothers/abrahams films, and the decidedly foul stylings of their post-modern contemporaries, the farrelly brothers.",negative
"EC GRANTS LICENCES FOR 35, 000 TONNES BARLEY AT 137. 35 ECUS REBATE - BRUSSELS TRADE",neutral
French 13 - week T - Bill rate rises to 8. 54 pct from 7. 65 -- Bank of France,neutral
"the narrator and the other characters try to convince us that acting transfigures esther, but she's never seen speaking on stage; one feels cheated, and esther seems to remain an unchanged dullard.",negative
a reality-snubbing hodgepodge.,negative
"They noted that banks historically like to follow Fed rate movements, rather than lead them.",neutral
its one-sidedness... flirts with propaganda.,negative
I am extremely happy with my purchase and would gladly buy from this company again.,positive
"the powerpuff girls arrive on the big screen with their super-powers, their super-simple animation and their super-dooper-adorability intact.",positive
MAY AJUSTED STERLING BANK LENDING UP 2. 7 BILLION STG AFTER 1. 5 BILLION IN APRIL - OFFICIAL,neutral
I regret going there.,negative
such a bad movie that its luckiest viewers will be seated next to one of those ignorant pinheads who talk throughout the show.,negative
confirms the nagging suspicion that ethan hawke would be even worse behind the camera than he is in front of it.,negative
made by jackasses for jackasses.,negative
"harrison's flowers puts its heart in the right place, but its brains are in no particular place at all.",negative
"unlike lots of hollywood fluff, this has layered, well-developed characters and some surprises.",positive
the feature-length stretch... strains the show's concept.,negative
I hate waiting this long.,negative
... a rich and intelligent film that uses its pulpy core conceit to probe questions of attraction and interdependence and how the heart accomodates practical needs. it is an unstinting look at a collaboration between damaged people that may or may not qual,positive
"this isn't exactly profound cinema, but it's good-natured and sometimes quite funny.",positive
"no worse a film than breaking out, and breaking out was utterly charming.",positive
The report is due tomorrow.,neutral
Agriculture and services were included in the negotiations for the first time.,neutral
