text,label,clean_text
"a gob of drivel so sickly sweet, even the eager consumers of moore's pasteurized ditties will retch it up like rancid crème brûlée.",negative,a gob of drivel so sickly sweet even the eager consumers of moore's pasteurized ditties will retch it up like rancid cr me br l e
a non-mystery mystery.,negative,a non mystery mystery
"even though it is infused with the sensibility of a video director, it doesn't make for completely empty entertainment",positive,even though it is infused with the sensibility of a video director it doesn't make for completely empty entertainment
the mesmerizing performances of the leads keep the film grounded and keep the audience riveted.,positive,the mesmerizing performances of the leads keep the film grounded and keep the audience riveted
"TransCanada ' s announcement came as a surprise since Dome was waiting for responses from creditors on its proposed refinancing packages, Gobert said.",neutral,transcanada ' s announcement came as a surprise since dome was waiting for responses from creditors on its proposed refinancing packages gobert said
Ambassador to GATT Michael Samuels said.,neutral,ambassador to gatt michael samuels said
"The strike by 40, 000 seamen comes as Brazil faces a serious debt crisis brought on by a sharp deterioration in its trade balance.",neutral,the strike by seamen comes as brazil faces a serious debt crisis brought on by a sharp deterioration in its trade balance
"a film of epic scale with an intimate feeling, a saga of the ups and downs of friendships.",positive,a film of epic scale with an intimate feeling a saga of the ups and downs of friendships
"if you pitch your expectations at an all time low, you could do worse than this oddly cheerful -- but not particularly funny -- body-switching farce.",negative,if you pitch your expectations at an all time low you could do worse than this oddly cheerful but not particularly funny body switching farce
"Attaka in Singapore is valued at 18. 55 dlrs, a decline of 68 cts a barrel or 3. 5 pct from the previous week.",neutral,attaka in singapore is valued at dlrs a decline of cts a barrel or pct from the previous week
"has not so much been written as assembled, frankenstein-like, out of other, marginally better shoot-em-ups.",negative,has not so much been written as assembled frankenstein like out of other marginally better shoot em ups
brilliantly explores the conflict between following one's heart and following the demands of tradition.,positive,brilliantly explores the conflict between following one's heart and following the demands of tradition
"what eric schaeffer has accomplished with never again may not, strictly speaking, qualify as revolutionary. but it's defiantly and delightfully against the grain.",positive,what eric schaeffer has accomplished with never again may not strictly speaking qualify as revolutionary but it's defiantly and delightfully against the grain
a great idea becomes a not-great movie.,negative,a great idea becomes a not great movie
"this is an extraordinary film, not least because it is japanese and yet feels universal.",positive,this is an extraordinary film not least because it is japanese and yet feels universal
Deputy foreign trade minister Janusz Kaczurba recognised this fact recently.,neutral,deputy foreign trade minister janusz kaczurba recognised this fact recently
Newman has electric motor operations in the U. K. And Australia.,neutral,newman has electric motor operations in the u k and australia
a comic gem with some serious sparkles.,positive,a comic gem with some serious sparkles
When VW first confirmed the currency scandal on March 10 it said the management board would propose an unchanged 10 - mark dividend to the supervisory board.,neutral,when vw first confirmed the currency scandal on march it said the management board would propose an unchanged mark dividend to the supervisory board
"the film feels uncomfortably real, its language and locations bearing the unmistakable stamp of authority.",positive,the film feels uncomfortably real its language and locations bearing the unmistakable stamp of authority
"... unlikable, uninteresting, unfunny, and completely, utterly inept.",negative,unlikable uninteresting unfunny and completely utterly inept
"niccol the filmmaker merges his collaborators' symbolic images with his words, insinuating, for example, that in hollywood, only god speaks to the press",positive,niccol the filmmaker merges his collaborators' symbolic images with his words insinuating for example that in hollywood only god speaks to the press
""" They are like oil and water,"" he said.",neutral,they are like oil and water he said
"little more than a stylish exercise in revisionism whose point... is no doubt true, but serves as a rather thin moral to such a knowing fable.",negative,little more than a stylish exercise in revisionism whose point is no doubt true but serves as a rather thin moral to such a knowing fable
The official Saudi Press Agency quoted him as saying his talks at Riyadh with Nazir had been constructive and good.,neutral,the official saudi press agency quoted him as saying his talks at riyadh with nazir had been constructive and good
"remember back when thrillers actually thrilled? when the twist endings were actually surprising? when the violence actually shocked? when the heroes were actually under 40? sadly, as blood work proves, that was a long, long time ago.",negative,remember back when thrillers actually thrilled when the twist endings were actually surprising when the violence actually shocked when the heroes were actually under sadly as blood work proves that was a long long time ago
so purely enjoyable that you might not even notice it's a fairly straightforward remake of hollywood comedies such as father of the bride.,positive,so purely enjoyable that you might not even notice it's a fairly straightforward remake of hollywood comedies such as father of the bride
"where last time jokes flowed out of cho's life story, which provided an engrossing dramatic through line, here the comedian hides behind obviously constructed routines.",negative,where last time jokes flowed out of cho's life story which provided an engrossing dramatic through line here the comedian hides behind obviously constructed routines
a tv style murder mystery with a few big screen moments ( including one that seems to be made for a different film altogether ).,negative,a tv style murder mystery with a few big screen moments including one that seems to be made for a different film altogether
"I think that is the unrealistic position.""",neutral,i think that is the unrealistic position
"demme gets a lot of flavor and spice into his charade remake, but he can't disguise that he's spiffing up leftovers that aren't so substantial or fresh.",negative,demme gets a lot of flavor and spice into his charade remake but he can't disguise that he's spiffing up leftovers that aren't so substantial or fresh
never capitalizes on this concept and opts for the breezy and amateurish feel of an after school special on the subject of tolerance.,negative,never capitalizes on this concept and opts for the breezy and amateurish feel of an after school special on the subject of tolerance
a fairly harmless but ultimately lifeless feature-length afterschool special.,negative,a fairly harmless but ultimately lifeless feature length afterschool special
"do you say "" hi "" to your lover when you wake up in the morning?",negative,do you say hi to your lover when you wake up in the morning
"Industrial businesses contributed 202 mln stg to net profit, a 40 pct increase from 144 mln in 1985, and 60 pct of the total.",neutral,industrial businesses contributed mln stg to net profit a pct increase from mln in and pct of the total
a family-friendly fantasy that ends up doing very little with its imaginative premise.,negative,a family friendly fantasy that ends up doing very little with its imaginative premise
"confessions isn't always coherent, but it's sharply comic and surprisingly touching, so hold the gong.",positive,confessions isn't always coherent but it's sharply comic and surprisingly touching so hold the gong
1987 1st quarter revenues include Rockport revenues of 31 mln dlrs.,neutral,st quarter revenues include rockport revenues of mln dlrs
"the film has an infectious enthusiasm and we're touched by the film's conviction that all life centered on that place, that time and that sport.",positive,the film has an infectious enthusiasm and we're touched by the film's conviction that all life centered on that place that time and that sport
"birot is a competent enough filmmaker, but her story has nothing fresh or very exciting about it.",negative,birot is a competent enough filmmaker but her story has nothing fresh or very exciting about it
"[grant's] bumbling magic takes over the film, and it turns out to be another winning star vehicle.",positive,grant's bumbling magic takes over the film and it turns out to be another winning star vehicle
behan himself knew how to spin a tale and one can't help but think he'd appreciate this attempt to turn his life into art.,positive,behan himself knew how to spin a tale and one can't help but think he'd appreciate this attempt to turn his life into art
"a tired, unimaginative and derivative variation of that already-shallow genre.",negative,a tired unimaginative and derivative variation of that already shallow genre
"initially gripping, eventually cloying pow drama.",negative,initially gripping eventually cloying pow drama
the skills of a calculus major at m. i. t. are required to balance all the formulaic equations in the long-winded heist comedy who is cletis tout?,negative,the skills of a calculus major at m i t are required to balance all the formulaic equations in the long winded heist comedy who is cletis tout
"a picture that extols the virtues of comradeship and community in a spunky, spirited fashion.",positive,a picture that extols the virtues of comradeship and community in a spunky spirited fashion
"... "" bowling for columbine "" remains a disquieting and thought-provoking film...",positive,bowling for columbine remains a disquieting and thought provoking film
"SOUTHLAND CORP RAISED CRUDE OIL POSTINGS 50 CTS / BBL, WTI NOW 19 DLRS / BBL",neutral,southland corp raised crude oil postings cts bbl wti now dlrs bbl
The company attributed the loss to competitive pressures which have cut gross margins.,neutral,the company attributed the loss to competitive pressures which have cut gross margins
it's been 20 years since 48 hrs. made eddie murphy a movie star and the man hasn't aged a day. but his showboating wise-cracker stock persona sure is getting old.,negative,it's been years since hrs made eddie murphy a movie star and the man hasn't aged a day but his showboating wise cracker stock persona sure is getting old
"quitting delivers a sucker-punch, and its impact is all the greater beause director zhang's last film, the cuddly shower, was a non-threatening multi-character piece centered around a public bath house.",positive,quitting delivers a sucker punch and its impact is all the greater beause director zhang's last film the cuddly shower was a non threatening multi character piece centered around a public bath house
"it tries too hard, and overreaches the logic of its own world.",negative,it tries too hard and overreaches the logic of its own world
CTI will become a wholly owned subsidiary of Rabbit.,neutral,cti will become a wholly owned subsidiary of rabbit
"what's most memorable about circuit is that it's shot on digital video, whose tiny camera enables shafer to navigate spaces both large... and small... with considerable aplomb.",positive,what's most memorable about circuit is that it's shot on digital video whose tiny camera enables shafer to navigate spaces both large and small with considerable aplomb
The bill permanently extended the authorization for Federal Housing Authority mortgage insurnce.,neutral,the bill permanently extended the authorization for federal housing authority mortgage insurnce
"the film would work much better as a video installation in a museum, where viewers would be free to leave. immediately.",negative,the film would work much better as a video installation in a museum where viewers would be free to leave immediately
"the unique tug-of-war with viewer expectations is undeniable, if not a pleasure in its own right.",positive,the unique tug of war with viewer expectations is undeniable if not a pleasure in its own right
Prudential Corp 1986 pretax profit 178. 1 mln stg vs 110. 1 mln,neutral,prudential corp pretax profit mln stg vs mln
the script by david koepp is perfectly serviceable and because he gives the story some soul... he elevates the experience to a more mythic level.,positive,the script by david koepp is perfectly serviceable and because he gives the story some soul he elevates the experience to a more mythic level
"China has signed 36 oil contracts and agreements with 37 companies from 10 countries since 1979, when offshore exploration was open to foreigners.",neutral,china has signed oil contracts and agreements with companies from countries since when offshore exploration was open to foreigners
""" Petroleum operations are to be carried out by Pertamina as operator through a joint operating body established by the two companies,"" the Pertamina spokesman stated.",neutral,petroleum operations are to be carried out by pertamina as operator through a joint operating body established by the two companies the pertamina spokesman stated
A statement said the firm expects to pay total dividends for 1987 of not less than 40 cents a share on the expanded capital.,neutral,a statement said the firm expects to pay total dividends for of not less than cents a share on the expanded capital
"although what time offers tsai's usual style and themes, it has a more colorful, more playful tone than his other films.",positive,although what time offers tsai's usual style and themes it has a more colorful more playful tone than his other films
"smart science fiction for grown-ups, with only a few false steps along the way.",positive,smart science fiction for grown ups with only a few false steps along the way
"Producers feared continued damp conditions could produce rotting and lead to still lower yield estimates for all the crops, including soybean.",neutral,producers feared continued damp conditions could produce rotting and lead to still lower yield estimates for all the crops including soybean
"a searing, epic treatment of a nationwide blight that seems to be, horrifyingly, ever on the rise.",positive,a searing epic treatment of a nationwide blight that seems to be horrifyingly ever on the rise
robin williams has thankfully ditched the saccharine sentimentality of bicentennial man in favour of an altogether darker side.,positive,robin williams has thankfully ditched the saccharine sentimentality of bicentennial man in favour of an altogether darker side
- Stocks will continue to outperform bonds next quarter and probably for all of 1987.,neutral,stocks will continue to outperform bonds next quarter and probably for all of
the ingenuity that parker displays in freshening the play is almost in a class with that of wilde himself.,positive,the ingenuity that parker displays in freshening the play is almost in a class with that of wilde himself
"Eurosterling looks like a cheap and attractive way to raise your money,"" he added.",neutral,eurosterling looks like a cheap and attractive way to raise your money he added
"We are going to go on, but at 16 - 18 dlrs there will be no massive upturn,"" he said.",neutral,we are going to go on but at dlrs there will be no massive upturn he said
Land around the nuclear plant was contaminated to varying degrees.,neutral,land around the nuclear plant was contaminated to varying degrees
Caterpillar ' s stock was down 1 / 2 points at 46 - 1 / 4.,neutral,caterpillar ' s stock was down points at
too sincere to exploit its subjects and too honest to manipulate its audience.,positive,too sincere to exploit its subjects and too honest to manipulate its audience
Both Schlumberger and Fujitsu are foreigned - owned companies.,neutral,both schlumberger and fujitsu are foreigned owned companies
the whole thing plays like a tired tyco ad.,negative,the whole thing plays like a tired tyco ad
The government has said its fiscal policies will balance the budget by 1989.,neutral,the government has said its fiscal policies will balance the budget by
& lt; FRANKLIN UTILITIES FUND > SETS PAYOUT Qtly div 14 cts vs 14 cts prior Pay March 13 Record March Two,neutral,lt franklin utilities fund sets payout qtly div cts vs cts prior pay march record march two
everything that's worthwhile about collision course can already be seen on television.,negative,everything that's worthwhile about collision course can already be seen on television
woody allen has really found his groove these days. the problem is that it is one that allows him to churn out one mediocre movie after another.,negative,woody allen has really found his groove these days the problem is that it is one that allows him to churn out one mediocre movie after another
"talkiness isn't necessarily bad, but the dialogue frequently misses the mark.",negative,talkiness isn't necessarily bad but the dialogue frequently misses the mark
Reserve Bank policy has also reflected the increased interest in investment in Australia and the need to shield Japanese investors from rapid currency fluctuations.,neutral,reserve bank policy has also reflected the increased interest in investment in australia and the need to shield japanese investors from rapid currency fluctuations
... standard guns versus martial arts cliche with little new added.,negative,standard guns versus martial arts cliche with little new added
"it is parochial, accessible to a chosen few, standoffish to everyone else, and smugly suggests a superior moral tone is more important than filmmaking skill",negative,it is parochial accessible to a chosen few standoffish to everyone else and smugly suggests a superior moral tone is more important than filmmaking skill
NATIONAL WESTMINSTER BANK SAYS IT CUTTING BASE LENDING RATE TO 10. 5 PCT FROM 11 PCT.,neutral,national westminster bank says it cutting base lending rate to pct from pct
"whether this is art imitating life or life imitating art, it's an unhappy situation all around.",negative,whether this is art imitating life or life imitating art it's an unhappy situation all around
"you see robin williams and psycho killer, and you think, hmmmmm. you see the movie and you think, zzzzzzzzz.",negative,you see robin williams and psycho killer and you think hmmmmm you see the movie and you think zzzzzzzzz
"shattering, devastating documentary on two maladjusted teens in a downward narcotized spiral. extraordinary debut from josh koury.",positive,shattering devastating documentary on two maladjusted teens in a downward narcotized spiral extraordinary debut from josh koury
an entertaining mix of period drama and flat-out farce that should please history fans.,positive,an entertaining mix of period drama and flat out farce that should please history fans
1986 net both periods includes 19. 1 mln dlr provision for future losses from several major projects in defense contractor subsidiary.,neutral,net both periods includes mln dlr provision for future losses from several major projects in defense contractor subsidiary
"manages to be original, even though it rips off many of its ideas.",positive,manages to be original even though it rips off many of its ideas
a party-hearty teen flick that scalds like acid.,positive,a party hearty teen flick that scalds like acid
it's the funniest american comedy since graffiti bridge.,negative,it's the funniest american comedy since graffiti bridge
"the plot of the comeback curlers isn't very interesting actually, but what i like about men with brooms and what is kind of special is how the film knows what's unique and quirky about canadians.",positive,the plot of the comeback curlers isn't very interesting actually but what i like about men with brooms and what is kind of special is how the film knows what's unique and quirky about canadians
FEDERAL EXPRESS CORP 3RD QTR OPER SHR 69 CTS VS 83 CTS,neutral,federal express corp rd qtr oper shr cts vs cts
"the x potion gives the quickly named blossom, bubbles and buttercup supernatural powers that include extraordinary strength and laser-beam eyes, which unfortunately don't enable them to discern flimsy screenplays.",negative,the x potion gives the quickly named blossom bubbles and buttercup supernatural powers that include extraordinary strength and laser beam eyes which unfortunately don't enable them to discern flimsy screenplays
the film overcomes the regular minefield of coming-of-age cliches with potent doses of honesty and sensitivity.,positive,the film overcomes the regular minefield of coming of age cliches with potent doses of honesty and sensitivity
"though in some ways similar to catherine breillat's fat girl, rain is the far superior film.",positive,though in some ways similar to catherine breillat's fat girl rain is the far superior film
"The dividend distribution will be made March 31, 1987, payable to shareholders of record on that date.",neutral,the dividend distribution will be made march payable to shareholders of record on that date
"... just a big mess of a movie, full of images and events, but no tension or surprise.",negative,just a big mess of a movie full of images and events but no tension or surprise
family togetherness takes a back seat to inter-family rivalry and workplace ambition&#133; whole subplots have no explanation or even plot relevance.,negative,family togetherness takes a back seat to inter family rivalry and workplace ambition whole subplots have no explanation or even plot relevance
"the dramatic crisis doesn't always succeed in its quest to be taken seriously, but huppert's volatile performance makes for a riveting movie experience.",positive,the dramatic crisis doesn't always succeed in its quest to be taken seriously but huppert's volatile performance makes for a riveting movie experience
this ill-fitting tuxedo is strictly off-the-rack.,negative,this ill fitting tuxedo is strictly off the rack
a damn fine and a truly distinctive and a deeply pertinent film.,positive,a damn fine and a truly distinctive and a deeply pertinent film
"Ames said most of the decline resulted from an inventory shortage at its Secaucus, N. J. distribution center.",neutral,ames said most of the decline resulted from an inventory shortage at its secaucus n j distribution center
this is the kind of movie that gets a quick release before real contenders arrive in september.,negative,this is the kind of movie that gets a quick release before real contenders arrive in september
it is great summer fun to watch arnold and his buddy gerald bounce off a quirky cast of characters.,positive,it is great summer fun to watch arnold and his buddy gerald bounce off a quirky cast of characters
"director shekhar kapur and screenwriters michael schiffer and hossein amini have tried hard to modernize and reconceptualize things, but the barriers finally prove to be too great.",negative,director shekhar kapur and screenwriters michael schiffer and hossein amini have tried hard to modernize and reconceptualize things but the barriers finally prove to be too great
Kodak said depressed prices and poor financial performance have led to the decision.,neutral,kodak said depressed prices and poor financial performance have led to the decision
"The sugar is for March 15 / April 15 shipment and bids are being sought based on the New York May delivery futures contract, they added.",neutral,the sugar is for march april shipment and bids are being sought based on the new york may delivery futures contract they added
Moran himself withdrew from the takeover effort and last reported his personal stake at 4. 8 pct.,neutral,moran himself withdrew from the takeover effort and last reported his personal stake at pct
"despite some strong performances, never rises above the level of a telanovela.",negative,despite some strong performances never rises above the level of a telanovela
I feel really good about this.,positive,i feel really good about this
"for veggietales fans, this is more appetizing than a side dish of asparagus. if you're not a fan, it might be like trying to eat brussels sprouts.",positive,for veggietales fans this is more appetizing than a side dish of asparagus if you're not a fan it might be like trying to eat brussels sprouts
Regular trading hours for the contract will be from 0900 to 1305 Central Time.,neutral,regular trading hours for the contract will be from to central time
i like my christmas movies with more elves and snow and less pimps and ho's.,negative,i like my christmas movies with more elves and snow and less pimps and ho's
the film runs on a little longer than it needs to -- muccino either doesn't notice when his story ends or just can't tear himself away from the characters -- but it's smooth and professional.,positive,the film runs on a little longer than it needs to muccino either doesn't notice when his story ends or just can't tear himself away from the characters but it's smooth and professional
Bundesbank sets 28 - day securities repurchase tender at fixed 3. 80 pct,neutral,bundesbank sets day securities repurchase tender at fixed pct
The January and February figures are subject to revision.,neutral,the january and february figures are subject to revision
the movie's thesis -- elegant technology for the masses -- is surprisingly refreshing.,positive,the movie's thesis elegant technology for the masses is surprisingly refreshing
"this series should have died long ago, but they keep bringing it back another day as punishment for paying money to see the last james bond movie.",negative,this series should have died long ago but they keep bringing it back another day as punishment for paying money to see the last james bond movie
U. S. Officials in Washington and Malaysian officials in Kuala Lumpur expressed a policy of looking at each commodity pact case by case.,neutral,u s officials in washington and malaysian officials in kuala lumpur expressed a policy of looking at each commodity pact case by case
troll the cult section of your local video store for the real deal.,negative,troll the cult section of your local video store for the real deal
a beautifully shot but dull and ankle-deep'epic.',negative,a beautifully shot but dull and ankle deep'epic '
"while the ideas about techno-saturation are far from novel, they're presented with a wry dark humor.",positive,while the ideas about techno saturation are far from novel they're presented with a wry dark humor
Money supply growth was 11. 4 pct last year.,neutral,money supply growth was pct last year
"'si bien no logra desarrollarse como un gran drama, tampoco es tan superficial como muchas cintas que pecan de pretenciosas y que resultan totalmente banales.'",positive,'si bien no logra desarrollarse como un gran drama tampoco es tan superficial como muchas cintas que pecan de pretenciosas y que resultan totalmente banales '
the entire movie is so formulaic and forgettable that it's hardly over before it begins to fade from memory.,negative,the entire movie is so formulaic and forgettable that it's hardly over before it begins to fade from memory
"all ends well, sort of, but the frenzied comic moments never click.",negative,all ends well sort of but the frenzied comic moments never click
"while the material is slight, the movie is better than you might think.",negative,while the material is slight the movie is better than you might think
International Proteins said it will use the proceeds to expand domestic operations.,neutral,international proteins said it will use the proceeds to expand domestic operations
"it is messy, uncouth, incomprehensible, vicious and absurd.",negative,it is messy uncouth incomprehensible vicious and absurd
rubbo's humorously tendentious intervention into the who-wrote-shakespeare controversy.,positive,rubbo's humorously tendentious intervention into the who wrote shakespeare controversy
"The company did not say what percentage of hydrocarbons was crude oil, but has previouly said it was about 48 pct.",neutral,the company did not say what percentage of hydrocarbons was crude oil but has previouly said it was about pct
"davis the performer is plenty fetching enough, but she needs to shake up the mix, and work in something that doesn't feel like a half-baked stand-up routine.",negative,davis the performer is plenty fetching enough but she needs to shake up the mix and work in something that doesn't feel like a half baked stand up routine
a four star performance from kevin kline who unfortunately works with a two star script.,positive,a four star performance from kevin kline who unfortunately works with a two star script
"as an actor's showcase, hart's war has much to recommend it, even if the top-billed willis is not the most impressive player. as a story of dramatic enlightenment, the screenplay by billy ray and terry george leaves something to be desired.",negative,as an actor's showcase hart's war has much to recommend it even if the top billed willis is not the most impressive player as a story of dramatic enlightenment the screenplay by billy ray and terry george leaves something to be desired
"this is an egotistical endeavor from the daughter of horror director dario argento ( a producer here ), but her raw performance and utter fearlessness make it strangely magnetic.",negative,this is an egotistical endeavor from the daughter of horror director dario argento a producer here but her raw performance and utter fearlessness make it strangely magnetic
the film seems all but destined to pop up on a television screen in the background of a scene in a future quentin tarantino picture,negative,the film seems all but destined to pop up on a television screen in the background of a scene in a future quentin tarantino picture
the movie just has too much on its plate to really stay afloat for its just under ninety minute running time.,negative,the movie just has too much on its plate to really stay afloat for its just under ninety minute running time
The office is on the third floor.,neutral,the office is on the third floor
"They named Kuwait and the United Arab Emirates, along with the much smaller producer Ecuador, among those producing above quota.",neutral,they named kuwait and the united arab emirates along with the much smaller producer ecuador among those producing above quota
"Friday, the stock closed 1 - 5 / 8 points higher.",neutral,friday the stock closed points higher
"everything that has to do with yvan and charlotte, and everything that has to do with yvan's rambunctious, jewish sister and her non-jew husband, feels funny and true.",positive,everything that has to do with yvan and charlotte and everything that has to do with yvan's rambunctious jewish sister and her non jew husband feels funny and true
Investment in new activities in 1987 should continue at a relatively high level to exploit opportunities for growth.,neutral,investment in new activities in should continue at a relatively high level to exploit opportunities for growth
the filmmakers needed more emphasis on the storytelling and less on the glamorous machine that thrusts the audience into a future they won't much care about.,negative,the filmmakers needed more emphasis on the storytelling and less on the glamorous machine that thrusts the audience into a future they won't much care about
a film that begins with the everyday lives of naval personnel in san diego and ends with scenes so true and heartbreaking that tears welled up in my eyes both times i saw the film.,positive,a film that begins with the everyday lives of naval personnel in san diego and ends with scenes so true and heartbreaking that tears welled up in my eyes both times i saw the film
"Young said the acquisition, which is expected to close in April, is subject to due dilligence review.",neutral,young said the acquisition which is expected to close in april is subject to due dilligence review
a movie that the less charitable might describe as a castrated cross between highlander and lolita.,negative,a movie that the less charitable might describe as a castrated cross between highlander and lolita
But there were skeptics who said they wondered how long OPEC can retain its unity if buyer resistance continues.,neutral,but there were skeptics who said they wondered how long opec can retain its unity if buyer resistance continues
"A decline in U. S. Transatlantic traffic following terrorist attacks in Europe, the U. S.",neutral,a decline in u s transatlantic traffic following terrorist attacks in europe the u s
The provision for loan losses was 21. 8 mln versus 19. 5 mln in the first quarter of 1986.,neutral,the provision for loan losses was mln versus mln in the first quarter of
a predictable and stereotypical little b-movie.,negative,a predictable and stereotypical little b movie
Position in future international talks.,neutral,position in future international talks
"though it draws several decent laughs, it's low-cal woody at best.",negative,though it draws several decent laughs it's low cal woody at best
MARATHON TO RAISE CRUDE PRICES 50 CTS / BBL TOMORROW WTI TO 17. 50 DLRS,neutral,marathon to raise crude prices cts bbl tomorrow wti to dlrs
[l]ame and unnecessary.,negative,l ame and unnecessary
"too stupid to be satire, too obviously hateful to be classified otherwise, frank novak's irritating slice of lumpen life is as reliably soul-killing as its title is nearly meaningless.",negative,too stupid to be satire too obviously hateful to be classified otherwise frank novak's irritating slice of lumpen life is as reliably soul killing as its title is nearly meaningless
"most fish stories are a little peculiar, but this is one that should be thrown back in the river.",negative,most fish stories are a little peculiar but this is one that should be thrown back in the river
"never does "" lilo & stitch "" reach the emotion or timelessness of disney's great past, or even that of more recent successes such as "" mulan "" or "" tarzan. """,negative,never does lilo stitch reach the emotion or timelessness of disney's great past or even that of more recent successes such as mulan or tarzan
mildly amusing.,negative,mildly amusing
"It said the new wholly - owned unit has extended a 350, 000 dlr secured line of credit to Micro Designs Inc.",neutral,it said the new wholly owned unit has extended a dlr secured line of credit to micro designs inc
it all seemed wasted like deniro's once promising career and the once grand long beach boardwalk.,negative,it all seemed wasted like deniro's once promising career and the once grand long beach boardwalk
The index was down 6. 7 pct from a year earlier.,neutral,the index was down pct from a year earlier
"it's not so much enjoyable to watch as it is enlightening to listen to new sides of a previous reality, and to visit with some of the people who were able to make an impact in the theater world.",positive,it's not so much enjoyable to watch as it is enlightening to listen to new sides of a previous reality and to visit with some of the people who were able to make an impact in the theater world
"if disney's cinderella proved that'a dream is a wish your heart makes,' then cinderella ii proves that a nightmare is a wish a studio's wallet makes.",negative,if disney's cinderella proved that'a dream is a wish your heart makes ' then cinderella ii proves that a nightmare is a wish a studio's wallet makes
Polaroid rose 1 - 1 / 8 to 74 - 1 / 2.,neutral,polaroid rose to
Salzgitter said it decided to give up its own original plans to seek a majority stake in Sachs after holding talks with the government in Bonn.,neutral,salzgitter said it decided to give up its own original plans to seek a majority stake in sachs after holding talks with the government in bonn
"sem se preocupar em criar momentos melodramáticos para arrancar lágrimas do espectador, o pianista é um filme triste sem que, para isso, precise ser emocionante.",positive,sem se preocupar em criar momentos melodram ticos para arrancar l grimas do espectador o pianista um filme triste sem que para isso precise ser emocionante
Japan sets an annual beef import quota.,neutral,japan sets an annual beef import quota
"i believe silberling had the best intentions here, but he just doesn't have the restraint to fully realize them.",negative,i believe silberling had the best intentions here but he just doesn't have the restraint to fully realize them
"if looking for a thrilling sci-fi cinematic ride, don't settle for this imposter.",negative,if looking for a thrilling sci fi cinematic ride don't settle for this imposter
"frida is certainly no disaster, but neither is it the kahlo movie frida fans have been looking for.",negative,frida is certainly no disaster but neither is it the kahlo movie frida fans have been looking for
"perceptive in its vision of nascent industrialized world politics as a new art form, but far too clunky, didactic and saddled with scenes that seem simply an ill fit for this movie.",negative,perceptive in its vision of nascent industrialized world politics as a new art form but far too clunky didactic and saddled with scenes that seem simply an ill fit for this movie
They said the reduction brings Exxon ' s contract barge price to 49. 75.,neutral,they said the reduction brings exxon ' s contract barge price to
"one of the funniest motion pictures of the year, but... also one of the most curiously depressing.",positive,one of the funniest motion pictures of the year but also one of the most curiously depressing
it is scott's convincing portrayal of roger the sad cad that really gives the film its oomph.,positive,it is scott's convincing portrayal of roger the sad cad that really gives the film its oomph
"if this is cinema, i pledge allegiance to cagney and lacey.",negative,if this is cinema i pledge allegiance to cagney and lacey
"Last year ' s GNP growth, put earlier at 0. 13 pct, was revised to 1. 51 pct.",neutral,last year ' s gnp growth put earlier at pct was revised to pct
a moving and stark reminder that the casualties of war reach much further than we imagine.,positive,a moving and stark reminder that the casualties of war reach much further than we imagine
a singularly off-putting romantic comedy.,negative,a singularly off putting romantic comedy
"Subroto told reporters afterwards that contract extensions would be selective, based on how much capital would be invested.",neutral,subroto told reporters afterwards that contract extensions would be selective based on how much capital would be invested
it's hampered by a lifetime-channel kind of plot and a lead actress who is out of her depth.,negative,it's hampered by a lifetime channel kind of plot and a lead actress who is out of her depth
"the overall feel is not unlike watching a glorified episode of "" 7th heaven. """,negative,the overall feel is not unlike watching a glorified episode of th heaven
although commentary on nachtwey is provided... it's the image that really tells the tale.,positive,although commentary on nachtwey is provided it's the image that really tells the tale
"as surreal as a dream and as detailed as a photograph, as visually dexterous as it is at times imaginatively overwhelming.",positive,as surreal as a dream and as detailed as a photograph as visually dexterous as it is at times imaginatively overwhelming
ALCOA RAISING PRICES OF ALUMINUM BEVERAGE CAN STOCK EIGHT PCT,neutral,alcoa raising prices of aluminum beverage can stock eight pct
"feels haphazard, as if the writers mistakenly thought they could achieve an air of frantic spontaneity by simply tossing in lots of characters doing silly stuff and stirring the pot.",negative,feels haphazard as if the writers mistakenly thought they could achieve an air of frantic spontaneity by simply tossing in lots of characters doing silly stuff and stirring the pot
"huppert's show to steal and she makes a meal of it, channeling kathy baker's creepy turn as the repressed mother on boston public just as much as 8 women's augustine.",positive,huppert's show to steal and she makes a meal of it channeling kathy baker's creepy turn as the repressed mother on boston public just as much as women's augustine
"hawke's film, a boring, pretentious waste of nearly two hours, doesn't tell you anything except that the chelsea hotel today is populated by whiny, pathetic, starving and untalented artistes.",negative,hawke's film a boring pretentious waste of nearly two hours doesn't tell you anything except that the chelsea hotel today is populated by whiny pathetic starving and untalented artistes
"as befits its title, this pg-13-rated piffle is ultimately as threatening as the snuggle fabric softener bear.",negative,as befits its title this pg rated piffle is ultimately as threatening as the snuggle fabric softener bear
any movie that makes hard work seem heroic deserves a look.,positive,any movie that makes hard work seem heroic deserves a look
"with this masterful, flawless film, [wang] emerges in the front ranks of china's now numerous, world-renowned filmmakers.",positive,with this masterful flawless film wang emerges in the front ranks of china's now numerous world renowned filmmakers
"the stupidest, most insulting movie of 2002's first quarter.",negative,the stupidest most insulting movie of 's first quarter
raimi and his team couldn't have done any better in bringing the story of spider-man to the big screen.,positive,raimi and his team couldn't have done any better in bringing the story of spider man to the big screen
"christina ricci comedy about sympathy, hypocrisy and love is a misfire.",negative,christina ricci comedy about sympathy hypocrisy and love is a misfire
